,Incident Datetime,Incident Description,Analysis Neighborhood,Intersection,Latitude,Longitude
93684,2018/07/04 11:20:00 PM,"Vehicle, Stolen, Auto",Mission,ALABAMA ST \ 16TH ST,37.76548980805517,-122.41241642692776
93690,2018/07/04 07:00:00 PM,"Vehicle, Stolen, Auto",Chinatown,BATTERY ST \ JACKSON ST,37.79677684232083,-122.400681338465
93695,2018/07/04 10:00:00 PM,"Vehicle, Stolen, Motorcycle",Mission,SOUTH VAN NESS AVE \ 12TH ST,37.772222179073,-122.4183520340224
93698,2018/07/05 05:00:00 AM,"Vehicle, Stolen, Auto",Inner Sunset,ORTEGA ST \ 09TH AVE,37.752851070621006,-122.46553317916457
93795,2018/07/05 10:00:00 AM,"Vehicle, Stolen, Truck",Haight Ashbury,HAIGHT ST \ DIVISADERO ST,37.77126742297749,-122.43704561327942
93805,2018/07/02 01:00:00 AM,"Vehicle, Stolen, Auto",Potrero Hill,DAKOTA ST \ 23RD ST,37.75470657883668,-122.39667535949232
93898,2018/07/05 07:30:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,03RD ST \ KIRKWOOD AVE,37.737955394873,-122.38958738129648
93901,2018/07/04 02:00:00 AM,"Vehicle, Stolen, Auto",Hayes Valley,HAYES ST \ BRODERICK ST,37.774778235595534,-122.43946621878344
94181,2018/07/05 08:00:00 PM,"Vehicle, Stolen, Auto",Bernal Heights,ESMERALDA AVE \ FRANCONIA ST \ PERALTA AVE,37.74335279302921,-122.40859103923556
94201,2018/07/05 05:45:00 PM,"Vehicle, Stolen, Auto",Tenderloin,LARKIN ST \ HAYES ST,37.77772275002857,-122.41640107183977
94206,2018/07/05 05:00:00 PM,"Vehicle, Stolen, Auto",Visitacion Valley,ARGONAUT AVE \ BURR AVE,37.7100551274296,-122.4149925450988
94237,2018/06/27 09:00:00 AM,"Vehicle, Stolen, Auto",Lakeshore,20TH AVE \ WINSTON DR,37.72694991292525,-122.47603947349434
94259,2018/07/03 05:30:00 PM,"Vehicle, Stolen, Other Vehicle",Nob Hill,LARKIN ST \ BUSH ST,37.788909611128545,-122.41865587356024
94263,2018/07/05 07:30:00 PM,"Vehicle, Stolen, Auto",Hayes Valley,PIERCE ST \ OAK ST,37.77354937574232,-122.43410901176355
94271,2018/07/02 06:00:00 PM,"Vehicle, Stolen, Truck",Inner Sunset,KIRKHAM ST \ 16TH AVE,37.75997529800599,-122.47365232778505
94282,2018/07/05 11:30:00 PM,"Vehicle, Stolen, Other Vehicle",Visitacion Valley,GENEVA AVE \ PARQUE DR,37.7091622050236,-122.42289332760807
94292,2018/07/06 10:40:00 AM,"Vehicle, Stolen, Auto",Western Addition,VAN NESS AVE \ TURK ST,37.781960765024216,-122.420638250988
94293,2018/04/06 03:35:00 PM,"Vehicle, Stolen, Auto",Tenderloin,ELWOOD ST \ MASON ST,37.786658873301924,-122.40977511008914
94320,2018/07/04 02:00:00 PM,"Vehicle, Stolen, Auto",Western Addition,FRANKLIN ST \ DANIEL BURNHAM CT,37.7868683661603,-122.42330825256188
94413,2018/07/05 08:00:00 PM,"Vehicle, Stolen, Auto",Mission,19TH ST \ FLORIDA ST,37.76042745163517,-122.41096197259284
94449,2018/07/05 07:00:00 PM,"Vehicle, Stolen, Auto",Presidio Heights,WALNUT ST \ JACKSON ST,37.790608107024774,-122.44918958445488
94469,2018/07/06 07:30:00 PM,"Vehicle, Stolen, Auto",Visitacion Valley,RAYMOND AVE \ DELTA ST,37.71379842575036,-122.40919390450412
94473,2018/07/06 08:25:00 PM,"Vehicle, Stolen & Recovered",Portola,SAN BRUNO AVE \ DWIGHT ST,37.72403561263169,-122.40210839224031
94601,2018/07/06 09:40:00 PM,"Vehicle, Stolen, Auto",Mission,WIESE ST \ 15TH ST,37.7666245156216,-122.42063784502452
94613,2018/07/06 07:30:00 PM,"Vehicle, Stolen, Auto",West of Twin Peaks,SANTA ANA AVE \ DARIEN WAY,37.73181858724665,-122.46784812161562
94615,2018/07/06 03:00:00 PM,"Vehicle, Stolen, Auto",North Beach,STOCKTON ST \ GREENWICH ST,37.802302476292866,-122.40956130954571
94630,2018/07/07 10:04:00 AM,"Vehicle, Stolen, Auto",South of Market,08TH ST \ MISSION ST,37.77745741894575,-122.41315769268931
94662,2018/07/06 08:30:00 PM,"Vehicle, Stolen, Truck",Haight Ashbury,PARNASSUS AVE \ CLAYTON ST,37.76513873352644,-122.44763462981766
94685,2018/07/07 12:00:00 AM,"Vehicle, Stolen, Auto",South of Market,03RD ST \ PERRY ST,37.78211912156566,-122.39684142850209
94829,2018/07/07 07:00:00 PM,"Vehicle, Stolen, Auto",Inner Sunset,STANYAN ST \ PARNASSUS AVE,37.76450936073813,-122.45256935505009
94833,2018/07/07 06:00:00 PM,"Vehicle, Stolen, Truck",Excelsior,SILVER AVE \ MISSION ST,37.72872954740928,-122.43129384491388
94977,2018/07/08 06:30:00 AM,"Vehicle, Stolen, Auto",Mission,ELGIN PARK \ DUBOCE AVE,37.76982082445955,-122.42314596595548
94984,2018/07/07 10:00:00 PM,"Vehicle, Stolen, Auto",Bernal Heights,GATES ST \ OGDEN AVE,37.73592937516169,-122.41420978422165
95056,2018/07/08 01:00:00 AM,"Vehicle, Stolen, Motorcycle",Western Addition,FILLMORE ST \ EDDY ST,37.7814283707046,-122.43232898312252
95067,2018/07/07 10:30:00 PM,"Vehicle, Stolen, Auto",Nob Hill,VAN NESS AVE \ SUTTER ST,37.787548138748754,-122.42175810558996
95085,2018/07/07 06:00:00 PM,"Vehicle, Stolen, Other Vehicle",Portola,SAN BRUNO AVE \ HALE ST,37.7329632485297,-122.40590942251694
95117,2018/07/07 10:30:00 PM,"Vehicle, Stolen & Recovered",Castro/Upper Market,19TH ST \ HARTFORD ST,37.75935630656978,-122.43374454564392
95123,2018/07/06 06:00:00 PM,"Vehicle, Stolen, Auto",Mission,FOLSOM ST \ 12TH ST,37.770896107862136,-122.41499665572486
95142,2018/07/06 08:00:00 AM,"Vehicle, Stolen, Motorcycle",Lone Mountain/USF,TURK BLVD \ CENTRAL AVE,37.778836631782454,-122.44534674121452
95176,2018/06/28 08:20:00 PM,"Vehicle, Stolen, Auto",Pacific Heights,PINE ST \ BUCHANAN ST,37.788368311587774,-122.43035591916887
95289,2018/07/06 11:50:00 PM,"Vehicle, Stolen, Auto",Financial District/South Beach,SUTTER ST \ GRANT AVE,37.7896315964009,-122.40539867427
95293,2018/07/03 05:30:00 PM,"Vehicle, Stolen, Motorcycle",South of Market,NATOMA ST \ 07TH ST,37.77841628146486,-122.4099382414532
95303,2018/07/08 10:00:00 AM,"Vehicle, Stolen, Auto",Tenderloin,ELWOOD ST \ MASON ST,37.786658873301924,-122.40977511008914
95332,2018/07/05 02:00:00 PM,"Vehicle, Stolen, Truck",Bayview Hunters Point,REVERE AVE \ SILVER AVE,37.73643307564665,-122.39855590292184
95335,2018/07/07 07:00:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,LA SALLE AVE \ CASHMERE ST,37.73566160727889,-122.38717561710232
95349,2018/07/08 03:00:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,EGBERT AVE \ JENNINGS ST,37.722657955936725,-122.39260969783658
95354,2018/07/07 12:00:00 PM,"Vehicle, Stolen, Auto",Mission,21ST ST \ ALABAMA ST,37.75748490120071,-122.41142437143392
95424,2018/07/08 10:30:00 PM,"Vehicle, Stolen, Auto",Tenderloin,GEARY ST \ TAYLOR ST,37.78693970570657,-122.41151576847022
95495,2018/06/16 12:00:00 PM,"Vehicle, Stolen, Auto",Visitacion Valley,VELASCO AVE \ SANTOS ST,37.709946902175886,-122.41934779895823
95499,2018/07/07 08:00:00 AM,"Vehicle, Stolen, Truck",Outer Mission,FOOTE AVE \ ALEMANY BLVD,37.71464738702074,-122.44726731512198
95524,2018/07/09 12:00:00 PM,"Vehicle, Stolen, Auto",Potrero Hill,MISSOURI ST \ 20TH ST,37.76002569088861,-122.39628388417201
95569,2018/06/05 08:00:00 AM,"Vehicle, Stolen, Auto",Excelsior,AVALON AVE \ NAPLES ST,37.72551990673493,-122.42768437644959
95782,2018/07/09 04:30:00 PM,"Vehicle, Stolen, Truck",Excelsior,AVALON AVE \ LONDON ST,37.72731067273988,-122.43176713576212
95794,2018/07/09 09:00:00 AM,"Vehicle, Stolen, Other Vehicle",Financial District/South Beach,VALLEJO ST \ COWELL PL,37.79945571124219,-122.40184382598943
95802,2018/07/09 09:00:00 PM,"Vehicle, Stolen, Auto",Mission,FOLSOM ST \ 23RD ST,37.75409888187165,-122.41423351041936
95816,2018/07/09 08:00:00 PM,"Vehicle, Stolen, Auto",Noe Valley,23RD ST \ DOLORES ST,37.75343159040422,-122.42530261751959
95824,2018/07/04 10:00:00 PM,"Vehicle, Stolen, Auto",Russian Hill,WASHINGTON ST \ HYDE ST,37.79368378436252,-122.41793575914045
95827,2018/07/10 07:00:00 AM,"Vehicle, Stolen, Auto",Mission,17TH ST \ DEARBORN ST,37.76322118233464,-122.42307492896887
95829,2018/07/10 10:28:00 AM,"Vehicle, Stolen, Auto",Bernal Heights,YORK ST \ HOLLADAY AVE,37.74647414558704,-122.40521396007648
95876,2018/07/10 09:00:00 AM,"Vehicle, Stolen, Auto",Bayview Hunters Point,OAKDALE AVE \ PHELPS ST,37.7367286511018,-122.39409283421111
95910,2018/07/10 01:19:00 PM,"Vehicle, Stolen, Auto",Mission,FAIR OAKS ST \ 23RD ST,37.75350307437521,-122.42413623606281
95914,2018/07/10 02:15:00 PM,"Vehicle, Stolen, Auto",Chinatown,WENTWORTH PL \ WASHINGTON ST,37.79519828225881,-122.40604523680477
95939,2018/07/06 12:00:00 PM,"Vehicle, Stolen, Truck",Financial District/South Beach,BURRITT ST \ BUSH ST,37.7903218900193,-122.4075004964411
95971,2018/07/09 09:00:00 AM,"Vehicle, Stolen, Bus",Bernal Heights,TOMPKINS AVE \ BRONTE ST,37.73689354436269,-122.41037693984421
95982,2018/07/10 01:30:00 PM,"Vehicle, Stolen, Auto",South of Market,HARRISON ST \ DORE ST,37.77205206601268,-122.41067849395365
96016,2018/06/30 07:00:00 AM,"Vehicle, Stolen, Auto",Bayview Hunters Point,QUESADA AVE \ INDUSTRIAL ST,37.73930154272799,-122.40195743638334
96236,2018/07/08 07:00:00 PM,"Vehicle, Stolen, Auto",South of Market,HARRISON ST \ OAK GROVE ST,37.77814896296268,-122.40296115793652
96262,2018/07/10 06:00:00 PM,"Vehicle, Stolen, Truck",Golden Gate Park,47TH AVE \ LINCOLN WAY,37.76411620971906,-122.5072624671014
96271,2018/06/24 09:00:00 AM,"Vehicle, Stolen, Auto",Mission,SOUTH VAN NESS AVE \ 18TH ST,37.76196752776193,-122.41717893750248
96272,2018/07/10 10:30:00 PM,"Vehicle, Stolen, Auto",Portola,HAMILTON ST \ DWIGHT ST,37.72248509909836,-122.408034118888
96325,2018/07/10 07:00:00 PM,"Vehicle, Stolen, Auto",Haight Ashbury,FREDERICK ST \ DOWNEY ST,37.767110557855545,-122.44719918915877
96341,2018/07/08 12:00:00 PM,"Vehicle, Stolen, Motorcycle",Russian Hill,ROCKLAND ST \ LARKIN ST,37.7986930493189,-122.42063320186512
96357,2018/07/11 01:45:00 PM,"Vehicle, Stolen, Motorcycle",Chinatown,VALLEJO ST \ TURK MURPHY LN,37.7984422945084,-122.40987875494629
96360,2018/06/13 09:00:00 AM,"Vehicle, Stolen, Auto",Mission,VALENCIA ST \ MCCOPPIN ST,37.77159510239282,-122.42252634633257
96376,2018/07/10 12:53:00 PM,"Vehicle, Stolen & Recovered",Mission,ENTERPRISE ST \ FOLSOM ST,37.764705299011204,-122.41525065017504
96399,2018/06/25 07:00:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,VAN DYKE AVE \ LANE ST,37.72915975311489,-122.39241507518486
96429,2018/07/06 03:30:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,DONNER AVE \ HAWES ST,37.72117506928244,-122.38833333269504
96457,2018/07/10 03:50:00 PM,"Vehicle, Stolen, Auto",Mission,15TH ST \ SHOTWELL ST,37.766871470790136,-122.41654853898984
96459,2018/07/11 02:14:00 PM,"Vehicle, Stolen & Recovered",Western Addition,VAN NESS AVE \ WILLOW ST,37.78335207440854,-122.42097712514904
96514,2018/07/10 07:00:00 PM,"Vehicle, Stolen, Auto",Mission,SOUTH VAN NESS AVE \ 19TH ST,37.76036702181753,-122.41702581621055
96554,2018/07/11 08:00:00 PM,"Vehicle, Stolen, Truck",Sunset/Parkside,NORIEGA ST \ GREAT HWY,37.752830226021544,-122.50843239782853
96555,2018/07/11 07:30:00 PM,"Vehicle, Stolen, Auto",South of Market,03RD ST \ FOLSOM ST,37.78378493292431,-122.39893033231293
96636,2018/07/11 10:00:00 PM,"Vehicle, Stolen, Auto",Mission,25TH ST \ YORK ST,37.75125680126218,-122.40803684925085
96663,2018/07/11 08:00:00 AM,"Vehicle, Stolen, Truck",Visitacion Valley,SAWYER ST \ RAYMOND AVE,37.71498664723435,-122.41360092770948
96693,2018/06/06 12:00:00 AM,"Vehicle, Stolen, Auto",North Beach,MONTGOMERY ST \ BROADWAY,37.798222970428206,-122.40386301890017
96707,2018/07/12 10:00:00 AM,"Vehicle, Stolen, Auto",Lakeshore,WINSTON DR \ BUCKINGHAM WAY,37.72821056328196,-122.47869797056971
96713,2018/07/11 03:30:00 PM,"Vehicle, Stolen, Auto",Lone Mountain/USF,FORTUNA AVE \ ANZAVISTA AVE,37.77969466820095,-122.44260534958626
96844,2018/07/11 04:30:00 PM,"Vehicle, Stolen, Auto",Hayes Valley,LILY ST \ FRANKLIN ST,37.774759820659106,-122.42085915076044
96857,2018/07/12 01:30:00 PM,"Vehicle, Stolen, Auto",Portola,SAN BRUNO AVE \ WOOLSEY ST,37.72523511065475,-122.40260041241012
96877,2018/07/12 03:30:00 PM,"Vehicle, Stolen, Auto",Pacific Heights,JACKSON ST \ STEINER ST,37.79226261825946,-122.43620350896612
96908,2018/07/11 10:00:00 PM,"Vehicle, Stolen & Recovered",Russian Hill,UNION ST \ MOORE PL,37.79903669080035,-122.42034629626363
96938,2018/07/13 02:15:00 AM,"Vehicle, Stolen, Auto",Bayview Hunters Point,QUESADA AVE \ PHELPS ST,37.735484408733925,-122.395231226933
97038,2018/07/12 06:30:00 PM,"Vehicle, Stolen, Auto",Nob Hill,WASHINGTON ST \ MASON ST,37.794526651922034,-122.41136404439541
97057,2018/07/12 09:00:00 AM,"Vehicle, Stolen, Motorcycle",Hayes Valley,WALLER ST \ BUCHANAN ST,37.77159265292792,-122.42696962586281
97074,2018/07/12 01:00:00 PM,"Vehicle, Stolen, Auto",Noe Valley,ELIZABETH ST \ CASTRO ST,37.75209210653925,-122.43416278238377
97077,2018/07/12 02:00:00 AM,"Vehicle, Stolen, Auto",Bayview Hunters Point,NAPOLEON ST \ JERROLD AVE,37.74595385526537,-122.4020267034428
97079,2018/07/12 08:00:00 PM,"Vehicle, Stolen, Auto",Mission,BARTLETT ST \ 25TH ST,37.75057260720988,-122.41939968315323
97081,2018/07/12 06:00:00 PM,"Vehicle, Stolen, Auto",Outer Mission,ONEIDA AVE \ ALEMANY BLVD,37.720569982399404,-122.4393815355687
97083,2018/07/12 12:00:00 PM,"Vehicle, Stolen, Auto",Financial District/South Beach,FRONT ST \ FREMONT ST \ MARKET ST,37.791716057660935,-122.39826444939199
97184,2018/07/12 04:00:00 PM,"Vehicle, Stolen, Motorcycle",Lone Mountain/USF,ANZA ST \ COOK ST,37.780492739420154,-122.45186924058952
97186,2018/07/13 12:30:00 PM,"Vehicle, Stolen, Truck",Financial District/South Beach,BEALE ST \ HARRISON ST,37.78745518601511,-122.39117965917616
97198,2018/07/13 02:50:00 PM,"Vehicle, Stolen, Auto",Oceanview/Merced/Ingleside,ASHTON AVE \ OCEAN AVE,37.72526570663906,-122.4622125048068
97221,2018/07/13 05:45:00 PM,"Vehicle, Stolen, Auto",Mission,21ST ST \ VALENCIA ST,37.75690200843489,-122.4211175415534
97284,2018/07/13 10:30:00 AM,"Vehicle, Stolen, Truck",Bayview Hunters Point,TOLAND ST \ GALVEZ AVE,37.745974224690755,-122.39704283791048
97317,2018/07/13 10:11:00 PM,"Vehicle, Stolen, Auto",Mission,ALVARADO ST \ SAN JOSE AVE,37.75446561896239,-122.42147652251305
97333,2018/07/13 05:00:00 PM,"Vehicle, Stolen, Truck",Mission,VALENCIA ST \ DUBOCE AVE,37.769867697086454,-122.42236482023114
97334,2018/07/12 08:00:00 PM,"Vehicle, Stolen, Mobile Home or House Trailer",Potrero Hill,23RD ST \ INDIANA ST,37.75521390152421,-122.3909219438038
97467,2018/07/07 12:00:00 AM,"Vehicle, Stolen, Truck",Excelsior,SILVER AVE \ MISSION ST,37.72872954740928,-122.43129384491388
97475,2018/07/13 05:00:00 PM,"Vehicle, Stolen, Auto",South of Market,08TH ST \ FOLSOM ST,37.774991791068786,-122.41006277137105
97487,2018/07/12 11:30:00 AM,"Vehicle, Stolen, Auto",Mission,ALBION ST \ 16TH ST,37.76484329795315,-122.4231124218123
97500,2018/07/13 07:30:00 PM,"Vehicle, Stolen, Truck",Bayview Hunters Point,VAN DYKE AVE \ JENNINGS ST,37.727044145793684,-122.38867281318191
97516,2018/07/13 08:00:00 PM,"Vehicle, Stolen, Auto",Potrero Hill,23RD ST \ DE HARO ST,37.7546287151564,-122.40062568351006
97525,2018/07/14 12:00:00 AM,"Vehicle, Stolen, Auto",Mission,VALENCIA ST \ MARKET ST,37.77250281646585,-122.42261969178955
97557,2018/07/14 12:55:00 PM,"Vehicle, Stolen, Auto",West of Twin Peaks,JOOST AVE \ BADEN ST,37.732368063067305,-122.43974776124531
97563,2018/07/13 09:00:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,GIANTS DR \ EGBERT AVE,37.71912234572731,-122.38603410797646
97613,2018/07/05 10:00:00 AM,"Vehicle, Stolen, Auto",Russian Hill,TAYLOR ST \ ALADDIN TER \ REDFIELD ALY,37.80028985514753,-122.41421351063231
97664,2018/07/12 06:30:00 PM,"Vehicle, Stolen, Motorcycle",Nob Hill,HEMLOCK ST \ LARKIN ST,37.78748711637317,-122.41836486841422
97672,2018/07/14 04:00:00 PM,"Vehicle, Stolen, Auto",Tenderloin,LEAVENWORTH ST \ TURK ST,37.78279444506035,-122.41405376568504
97683,2018/07/14 11:00:00 AM,"Vehicle, Stolen, Auto",Mission,TREAT AVE \ 25TH ST,37.7509680876814,-122.41283855562692
97821,2018/07/14 06:30:00 PM,"Vehicle, Stolen, Auto",Inner Sunset,STANYAN ST \ CARL ST,37.765442853305785,-122.4527584227774
97822,2018/07/15 01:00:00 AM,"Vehicle, Stolen, Auto",Lone Mountain/USF,GEARY BLVD \ PALM AVE,37.78131458534108,-122.45773304499777
97833,2018/07/14 09:30:00 PM,"Vehicle, Stolen, Auto",Outer Mission,MONETA WAY \ FARRAGUT AVE,37.71172830885809,-122.45153809125458
97837,2018/07/14 10:00:00 AM,"Vehicle, Stolen, Auto",Sunset/Parkside,32ND AVE \ NORIEGA ST,37.75362671181053,-122.4904006153331
97840,2018/07/13 07:30:00 PM,"Vehicle, Stolen, Auto",Castro/Upper Market,EUREKA ST \ 17TH ST,37.76229072471273,-122.43841829787344
97850,2018/07/14 10:30:00 PM,"Vehicle, Stolen, Auto",Mission,FOLSOM ST \ 12TH ST,37.770896107862136,-122.41499665572486
97861,2018/07/14 11:30:00 AM,"Vehicle, Stolen, Auto",Inner Sunset,09TH AVE \ NORIEGA ST,37.75470927974804,-122.4656620937138
97873,2018/07/14 08:30:00 PM,"Vehicle, Stolen, Auto",Hayes Valley,DIVISADERO ST \ HAYES ST,37.77499194694682,-122.4377987481988
97881,2018/07/13 07:00:00 PM,"Vehicle, Stolen & Recovered",Bernal Heights,STONEMAN ST \ SHOTWELL ST,37.74504506825258,-122.41492075641202
97920,2018/07/15 05:00:00 AM,"Vehicle, Stolen, Auto",Bayview Hunters Point,FAIRFAX AVE \ NEWHALL ST,37.74129736560071,-122.38714331320446
98003,2018/07/13 05:00:00 PM,"Vehicle, Stolen, Auto",Noe Valley,ELIZABETH ST \ HOFFMAN AVE,37.751697894719655,-122.44069451670065
98011,2018/07/14 08:00:00 PM,"Vehicle, Stolen, Auto",Haight Ashbury,SHRADER ST \ OAK ST,37.77122982666939,-122.45224177938098
98028,2018/07/15 06:00:00 PM,"Vehicle, Stolen, Truck",Excelsior,PARIS ST \ BRAZIL AVE,37.72393243702637,-122.43323148769753
98049,2018/07/15 08:00:00 PM,"Vehicle, Stolen, Truck",Pacific Heights,LAGUNA ST \ JACKSON ST,37.79309847505489,-122.42962524325227
98194,2018/07/15 11:30:00 PM,"Vehicle, Stolen, Auto",Mission,19TH ST \ LINDA ST,37.760013422736634,-122.42287938556142
98195,2018/07/15 11:00:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,LA SALLE AVE \ KIRKWOOD AVE,37.72778395579471,-122.37223376860685
98246,2018/07/16 08:00:00 AM,"Vehicle, Stolen & Recovered",Mission,23RD ST \ BRYANT ST,37.75439842021952,-122.40925335833269
98283,2018/07/14 12:00:00 PM,"Vehicle, Stolen, Auto",Lone Mountain/USF,GROVE ST \ BAKER ST,37.77550468658887,-122.44130006503444
98288,2018/07/16 11:45:00 AM,"Vehicle, Stolen & Recovered",Portola,GIRARD ST \ SILLIMAN ST,37.730975617325,-122.40608597505523
98319,2018/07/11 02:35:00 AM,"Vehicle, Stolen, Auto",Mission,ALAMEDA ST \ BRYANT ST,37.76817786907554,-122.41073071858334
98387,2018/07/15 12:00:00 PM,"Vehicle, Stolen, Auto",Visitacion Valley,GOETTINGEN ST \ WILDE AVE,37.71613450093581,-122.40212121289429
98423,2018/07/16 08:15:00 AM,"Vehicle, Stolen, Auto",Lakeshore,20TH AVE \ WINSTON DR,37.72694991292525,-122.47603947349434
98427,2018/07/15 10:00:00 PM,"Vehicle, Stolen, Auto",Sunset/Parkside,31ST AVE \ ORTEGA ST,37.751806868431466,-122.4891935697917
98499,2018/07/10 05:00:00 AM,"Vehicle, Stolen, Attempted",Bayview Hunters Point,NEWCOMB AVE \ SELBY ST,37.74052854105072,-122.39912411100708
98628,2018/07/12 06:00:00 AM,"Vehicle, Stolen, Auto",Bayview Hunters Point,03RD ST \ NEWCOMB AVE,37.73559051983254,-122.39041626502802
98629,2018/07/16 05:30:00 PM,"Vehicle, Stolen, Truck",Sunset/Parkside,27TH AVE \ IRVING ST,37.76318409626384,-122.48569889193027
98639,2018/07/16 08:00:00 PM,"Vehicle, Stolen, Auto",Tenderloin,LEAVENWORTH ST \ OFARRELL ST,37.785582473554015,-122.41461720882928
98643,2018/07/16 06:15:00 PM,"Vehicle, Stolen, Auto",Portola,SWEENY ST \ BOWDOIN ST,37.73145193300145,-122.41305327917752
98667,2018/07/16 11:00:00 PM,"Vehicle, Stolen, Auto",Inner Sunset,12TH AVE \ MORAGA ST,37.75643832081522,-122.46900269366077
98679,2018/07/13 02:00:00 PM,"Vehicle, Stolen, Truck",Haight Ashbury,PIERCE ST \ HAIGHT ST,37.77168827282637,-122.43373477396294
98680,2018/07/16 08:00:00 PM,"Vehicle, Stolen, Auto",Mission,26TH ST \ FLORIDA ST,37.749544313796676,-122.409761760254
98698,2018/07/14 04:30:00 PM,"Vehicle, Stolen, Truck",South of Market,HOWARD ST \ GRACE ST,37.77437811971276,-122.41394376427236
98701,2018/07/17 12:15:00 PM,"Vehicle, Stolen, Auto",Mission,24TH ST \ CYPRESS ST,37.752336828192256,-122.4168260914285
98707,2018/07/16 12:45:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,RANKIN ST \ INNES AVE,37.74265137802863,-122.3945891729007
98721,2018/07/13 05:30:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,ARELIOUS WALKER DR \ INNES AVE,37.730936070218895,-122.37389036627054
98723,2018/07/11 06:00:00 PM,"Vehicle, Stolen, Auto",Marina,FRANCISCO ST \ BAKER ST,37.80048648688517,-122.44634836356771
98764,2018/07/17 07:15:00 AM,"Vehicle, Stolen & Recovered",Bayview Hunters Point,MEGAN DR \ LAUREN CT,37.714297533220346,-122.39856668021713
98778,2018/05/01 08:00:00 AM,"Vehicle, Stolen, Motorcycle",Mission,STEVENSON ST \ MCCOPPIN ST,37.77164182218355,-122.42174766641085
98793,2018/07/16 04:00:00 PM,"Vehicle, Stolen, Other Vehicle",Financial District/South Beach,02ND ST \ BRANNAN ST,37.78184616921501,-122.3920774505126
98809,2018/07/16 08:00:00 PM,"Vehicle, Stolen, Auto",Mission,25TH ST \ LUCKY ST,37.75093639884025,-122.41336451586186
98826,2018/07/16 04:00:00 PM,"Vehicle, Stolen, Auto",Western Addition,FULTON ST \ SCOTT ST,37.77706807960932,-122.43650723358047
98857,2018/07/13 09:00:00 AM,"Vehicle, Stolen & Recovered",Outer Richmond,14TH AVE \ CALIFORNIA ST,37.78442146826495,-122.47311980842056
98873,2018/07/13 10:00:00 AM,"Vehicle, Stolen, Truck",Portola,MANSELL ST \ SOMERSET ST,37.720508679490024,-122.40500937033156
98876,2018/07/17 11:30:00 AM,"Vehicle, Stolen, Motorcycle",Glen Park,ADDISON ST \ DIGBY ST,37.74008091965426,-122.43371064915766
98901,2018/07/17 05:05:00 PM,"Vehicle, Stolen, Auto",Presidio Heights,GEARY BLVD \ COOK ST,37.781853290494546,-122.45214312550972
98956,2018/07/17 06:15:00 PM,"Vehicle, Stolen, Auto",South of Market,RINGOLD ST \ 08TH ST,37.77455216510685,-122.40951952231052
98968,2018/07/17 03:00:00 PM,"Vehicle, Stolen, Truck",South of Market,06TH ST \ MINNA ST,37.7805353858225,-122.40816079455212
